_id,pin,address,start_year,approved_date,program_name,num_years,abatement_amount,neighborhood,council_district,ward,dpw_streets,dpw_enviro,dpw_parks,police_zone,fire_zone,longitude,latitude
51843,0080D00309040100,5267 HOLMES ST UNIT 401,2018,2015-10-13,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9511125487799,40.48039698295808
51844,0080D00309040200,5267 HOLMES ST UNIT 402,2018,2015-10-13,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9511588717671,40.48037013845918
51845,0080D00309040300,5267 HOLMES ST UNIT 403,2018,2015-10-13,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95120442325283,40.48034442474806
51846,0080D00309040400,5267 HOLMES ST UNIT 404,2018,2015-10-13,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95124998459313,40.48031807651687
51847,0080D00309040500,5267 HOLMES ST UNIT 405,2018,2015-10-13,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95129704400644,40.48029102464477
51848,0080D003090TH100,5279 HOLMES ST,2019,2015-10-13,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95098270749776,40.48044767268515
51849,0080D003090TH200,5281 HOLMES ST,2019,2015-10-13,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95093512565552,40.480474907274655
51850,0080D003090TH300,5283 HOLMES ST,2019,2015-10-13,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95089006212342,40.48050134185644
51851,0080D003090TH400,5285 HOLMES ST,2019,2015-10-13,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95084372858364,40.4805261517984
51852,0080D003090TH500,5287 HOLMES ST,2018,2015-10-13,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95079778696461,40.48055332713732
51853,0088L00121000000,1753 PARKVIEW BLVD,2019,2015-10-01,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,15,3,Eastern,Frick,4,2-20,-79.92109848678906,40.41633907389608
51854,0088S00001000000,1732 PARKVIEW BLVD,2017,2015-10-22,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,15,3,Eastern,Frick,4,2-20,-79.92036134170695,40.41636648252969
51855,0003M00213000000,10 UXOR WAY,2016,2015-10-20,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.98486950599417,40.42733167613766
51856,0004E00126000000,351 WOODRUFF ST,2017,2015-10-05,ACT42 RESIDENTIAL,3,86750,Mount Washington,2,19,5,Southern,Emerald,3,4-27,-80.01294601971937,40.43030114121509
51857,0024S00072000000,2239 RAILROAD ST,2024,2020-04-02,LOCAL ECONOMIC STIMULUS,10,250000,Strip District,7,2,6,Central,Highland,2,2-25,-79.98385599725997,40.45443939822557
51858,0049N00223000001,3482 LIGONIER ST,2020,2020-04-03,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.9641698570877,40.4635872082474
51859,0049R00110000000,393 40TH ST,2021,2020-04-03,ACT42 RESIDENTIAL,3,86750,Bloomfield,7,9,2,Central,Highland,5,3-6,-79.95755026197318,40.46455473754328
51860,0026F00039000000,3501 MELWOOD AVE,,2020-04-10,ACT42 RESIDENTIAL,3,86750,Polish Hill,7,6,6,Central,Highland,2,2-6,-79.96140180506579,40.459292293640274
51861,0049J00298000000,221 38TH ST,2013,2010-02-12,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.9634403699727,40.46649480615515
51862,0023M00237000000,921 JAMES ST,2009,2010-02-03,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00153809147363,40.4556260006655
51863,0056F00115000000,4877 2ND AVE,2018,2016-01-18,LOCAL ECONOMIC STIMULUS,10,250000,Hazelwood,5,15,3,Eastern,Frick,4,2-13,-79.94390001978257,40.41027432594748
51864,0048S00220000000,3427 BUTLER ST,2018,2016-01-02,LOCAL ECONOMIC STIMULUS,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96717815099218,40.46322091936145
51865,0049J00225000000,220 38TH ST,2018,2016-01-19,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96389487779633,40.466271036301286
51866,0080D00074000000,5305 CARNEGIE ST,2016,2016-01-05,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95172098381248,40.48188334119363
51867,0080G00184000000,5104 BUTLER ST,2010,2009-01-09,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.955341743766,40.47847068778824
51868,0023S00280000000,413 SUISMON ST,2013,2009-01-12,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00150102573866,40.45488651829669
51869,0025K00162021900,2635 PENN AVE UNIT 219,2024,2022-03-07,CHAPTER 265 BASE,3,175000,Strip District,7,2,1,Central,Schenley,2,2-25,-79.97757217084349,40.455842154633686
51870,0025K00162031500,2635 PENN AVE UNIT 315,2024,2022-03-07,CHAPTER 265 BASE,3,175000,Strip District,7,2,1,Central,Schenley,2,2-25,-79.97764564306085,40.455731883852586
51871,0002G00006000000,1008 5TH AVE,2015,2013-11-01,RESIDENTIAL LERTA,10,150000,Bluff,6,1,3,Central,Schenley,2,2-4,-79.99047346333244,40.43854949045969
51872,0001D00066000000,703 LIBERTY AVE,2015,2013-11-04,RESIDENTIAL LERTA,10,150000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.9995686411971,40.44276053283178
51873,0008S00132000000,121 7TH ST,2017,2013-11-04,RESIDENTIAL LERTA,10,150000,Central Business District,6,2,6,Central,Riverview,2,1-3,-80.00035219504797,40.444114171751615
51874,0049E00057000000,167 38TH ST,2014,2013-11-15,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96529404584062,40.46784893891044
51875,0080H00220000000,5232 DUNCAN ST,2014,2013-11-05,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95052011524521,40.47892963501869
51876,0024E00083000000,827 CONCORD ST,2018,2017-01-04,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-5,-79.99677592244363,40.457734241068806
51877,0024E00085000000,825 CONCORD ST,2019,2017-01-04,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-5,-79.99687070418433,40.45771649140229
51878,0024E00087000000,823 CONCORD ST,2020,2017-01-04,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-5,-79.99696532216457,40.45769870759852
51879,0024E00104000000,824 SPRING GARDEN AVE,2018,2017-01-04,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-5,-79.99692248185765,40.45756541672226
51880,0024E00105000000,826 SPRING GARDEN AVE,2018,2017-01-04,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-5,-79.99682786848099,40.45758319902679
51881,0024E00106000000,828 SPRING GARDEN AVE,2018,2017-01-04,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-5,-79.99673316865756,40.45760093353216
51882,0045B00097000000,1134 WOODLAND AVE,2019,2017-01-12,ACT42 ENHANCED RESIDENTIAL,10,250000,Marshall-Shadeland,1,27,1,Northern,Riverview,1,1-14,-80.02715354957283,40.46987538384621
51883,0045B00229000000,2703 BRIGHTON RD,,2017-01-12,ACT42 ENHANCED RESIDENTIAL,10,250000,Marshall-Shadeland,1,27,1,Northern,Riverview,1,1-14,-80.02588724671865,40.4700271158174
51884,0045B00094000000,1128 WOODLAND AVE,2020,2017-01-17,ACT42 ENHANCED RESIDENTIAL,10,250000,Marshall-Shadeland,1,27,1,Northern,Riverview,1,1-14,-80.02696129698094,40.46991080084195
51885,0045B00099000000,1136 WOODLAND AVE,2018,2017-01-17,ACT42 ENHANCED RESIDENTIAL,10,250000,Marshall-Shadeland,1,27,1,Northern,Riverview,1,1-14,-80.02726209736741,40.469854699089936
51886,0084E00266000000,5765 CENTRE AVE,2019,2017-01-30,LOCAL ECONOMIC STIMULUS,10,250000,East Liberty,7,8,2,Central,Highland,5,3-11,-79.9322547306523,40.45811591690336
51887,0009K00275000000,1251 WATERFRONT PL,,2018-11-26,COMMERCIAL LERTA,5,50000,Strip District,7,2,6,Central,Highland,2,2-3,-79.99290017452046,40.44806535106336
51888,0080C00073000000,5208 BUTLER ST,2020,2018-11-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95400436770825,40.48057240546658
51889,0124S00359000000,1102 LINCOLN AVE,,2018-11-29,ACT42 ENHANCED RESIDENTIAL,10,250000,Homewood North,9,12,2,Eastern,Highland,5,3-15,-79.89993718985583,40.46424256370308
51890,0124S00360000000,1104 LINCOLN AVE,,2018-11-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Homewood North,9,12,2,Eastern,Highland,5,3-15,-79.89985952600274,40.46423884130315
51891,0047M00254000000,1743 COWLEY ST,,2018-11-16,ACT42 RESIDENTIAL,3,86750,Troy Hill,1,24,1,Northern,Riverview,1,1-2,-79.9834485128495,40.46644741630939
51892,0084B00232000000,5921 BAUM BLVD,,2015-02-18,COMMERCIAL LERTA,5,50000,East Liberty,9,8,2,Central,Highland,5,3-11,-79.92724983855237,40.46054174278322
51893,0048M00016000000,3618 SMALLMAN ST,,2015-02-17,ACT42 RESIDENTIAL,3,86750,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96646658627665,40.46640724859134
51894,0080P00114000000,151 45TH ST,2016,2015-02-27,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.96058032833865,40.47334836502534
51895,0084M00206000A00,6480 LIVING PL,2015,2015-02-03,LOCAL ECONOMIC STIMULUS,10,250000,Shadyside,8,7,2,Eastern,Frick,4,3-13,-79.91683236492723,40.45569508336784
51896,0029P00350000000,3030 SOUTH WATER ST,2017,2015-02-09,LOCAL ECONOMIC STIMULUS,10,250000,South Side Flats,3,16,4,Southern,Schenley,3,4-24,-79.96062254201011,40.4256390944606
51897,0003N00242000000,221 ZUZU CIR,2017,2015-02-18,ACT42 ENHANCED RESIDENTIAL,10,250000,Allentown,3,18,4,Southern,Emerald,3,4-5,-79.99697673780139,40.42552653246399
51898,0003N00243000000,225 ZUZU CIR,2018,2015-02-18,ACT42 ENHANCED RESIDENTIAL,10,250000,Allentown,3,18,4,Southern,Emerald,3,4-5,-79.99686902262142,40.42552144371884
51899,0003N00244000000,231 ZUZU CIR,2017,2015-02-18,ACT42 ENHANCED RESIDENTIAL,10,250000,Allentown,3,18,4,Southern,Emerald,3,4-5,-79.99675260989873,40.42549173437144
51900,0022K00052000000,1252 JUNIATA ST,2018,2015-02-17,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.0251033488719,40.45748662030682
51901,0045F00297000000,2649 BRIGHTON RD,2021,2015-02-03,ACT42 ENHANCED RESIDENTIAL,10,250000,Marshall-Shadeland,1,27,1,Northern,Riverview,1,1-9,-80.02569685376373,40.469453612616526
51902,0025M00057000000,334 HARMAR ST,,2017-11-29,ACT42 RESIDENTIAL,3,86750,Polish Hill,7,6,6,Central,Highland,2,2-6,-79.9677359410267,40.45744966070988
51903,0049C00245000000,4616 CARLTON ST,,2017-11-13,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.9553920806548,40.47110373417394
51904,0120K00147000000,6010 BUTLER ST,,2017-11-29,ACT42 RESIDENTIAL,3,86750,Stanton Heights,7,10,2,Central,Highland,5,3-5,-79.94275730971303,40.48620260963364
51905,0120K00148000000,6008 BUTLER ST,,2017-11-29,ACT42 RESIDENTIAL,3,86750,Stanton Heights,7,10,2,Central,Highland,5,3-5,-79.94280272854397,40.48618646757742
51906,0080C00106000000,5149 BUTLER ST,,2017-11-17,COMMERCIAL LERTA,5,50000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95513944669891,40.47979995513597
51907,0009G00160000000,131 15TH ST,,2017-11-14,LOCAL ECONOMIC STIMULUS,10,250000,Strip District,7,2,6,Central,Highland,2,2-3,-79.98926548262202,40.44936586286968
51908,0048S00268000000,3480 BUTLER ST,,2017-11-17,LOCAL ECONOMIC STIMULUS,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.96646146302835,40.46340338944636
51909,0080H00211000000,5218 DUNCAN ST,2019,2017-11-13,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95086518615443,40.47864123171079
51910,0080H00216000000,5224 DUNCAN ST,2021,2017-11-17,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95067344554666,40.47874322012307
51911,0081A00008000A00,518 54TH ST,2019,2017-11-02,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94944115366502,40.481290135514655
51912,0120N00015000000,BUTLER ST,,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9493290512673,40.48429370789601
51913,0120N00015000100,5501 BUTLER ST,2022,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94989503684988,40.48376364246003
51914,0120N00015000200,163 55TH ST,2020,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94993713773657,40.48380869186841
51915,0120N00015000300,159 55TH ST,2020,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94996636046893,40.483856010386624
51916,0120N00015000400,155 55TH ST,2020,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9500043258143,40.48389978051542
51917,0120N00015000500,5517 BUTLER ST,2020,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94968540293712,40.48385518806733
51918,0120N00015000600,5519 BUTLER ST,2020,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94972604808963,40.48390165124444
51919,0120N00015000700,5521 BUTLER ST,2020,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94975414640204,40.48394975143367
51920,0120N00015000800,5523 BUTLER ST,2020,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94979298246514,40.483993802738
51921,0120N00015000900,5527 BUTLER ST,2020,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94943440465816,40.483931870219024
51922,0120N00015001000,5529 BUTLER ST,2020,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94947460090013,40.483978368858565
51923,0120N00015001100,5531 BUTLER ST,2020,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94950347750301,40.48402616317528
51924,0120N00015001200,5533 BUTLER ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94954098662241,40.4840693066584
51925,0120N00015001300,5541 BUTLER ST,2020,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94922591486876,40.48402340532655
51926,0120N00015001400,5543 BUTLER ST,2020,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94925701420374,40.484074478747694
51927,0120N00015001500,5545 BUTLER ST,2020,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94929531279041,40.484117883241545
51928,0120N00015001600,5547 BUTLER ST,2020,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9493250091543,40.48416537670032
51929,0120N00015001700,5551 BUTLER ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94901014755834,40.48414584561458
51930,0120N00015001800,5553 BUTLER ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94904117971913,40.48419738844577
51931,0120N00015001900,5555 BUTLER ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94907924454193,40.48424117245798
51932,0120N00015002000,5557 BUTLER ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9491094056361,40.484292075527634
51933,0120N00015002100,5571 BUTLER ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94879334750395,40.484242791261245
51934,0120N00015002200,5573 BUTLER ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94883316979397,40.48428947489303
51935,0120N00015002300,5575 BUTLER ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94886177448734,40.4843378300896
51936,0120N00015002400,5577 BUTLER ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94890364100048,40.48438476183496
51937,0120N00015002500,5581 BUTLER ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9485484430227,40.48432518192399
51938,0120N00015002600,5583 BUTLER ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9485889202945,40.48437166463671
51939,0120N00015002700,5585 BUTLER ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94861677204814,40.484419573036185
51940,0120N00015002800,5587 BUTLER ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9486545629354,40.48446294274938
51941,0120N00015002900,168 56TH ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9483410506622,40.48441685702716
51942,0120N00015003000,164 56TH ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94837149205118,40.484467226150606
51943,0120N00015003100,160 56TH ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94840841823081,40.48451121964175
51944,0120N00015003200,156 56TH ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94844302190472,40.48455703853613
51945,0120N00015003300,143 55TH ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95021602967006,40.48403022095714
51946,0120N00015003400,139 55TH ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9502575613168,40.484077550187926
51947,0120N00015003500,135 55TH ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95028556495059,40.48412555145908
51948,0120N00015003600,131 55TH ST,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95032333584166,40.484167346452566
51949,0120N00015003700,5517 BERLIN WAY,2022,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95000631711417,40.48412327870158
51950,0120N00015003800,5519 BERLIN WAY,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9500461470115,40.484170735082714
51951,0120N00015003900,5521 BERLIN WAY,2022,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95007511080341,40.48421871289384
51952,0120N00015004000,5523 BERLIN WAY,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95011178491234,40.48426227731759
51953,0120N00015004100,5527 BERLIN WAY,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94974739803142,40.48418342456798
51954,0120N00015004200,5529 BERLIN WAY,2022,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9497763645044,40.48423057641277
51955,0120N00015004300,5531 BERLIN WAY,2022,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94981319330739,40.48427423452152
51956,0120N00015004400,5533 BERLIN WAY,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94984183266014,40.484321849592206
51957,0120N00015004500,5535 BERLIN WAY,2021,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94988043804598,40.484364627125686
51958,0120N00015004600,5545 BERLIN WAY,2022,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94953586698193,40.48427662374474
51959,0120N00015004700,5547 BERLIN WAY,2022,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94956269681315,40.48432466555962
51960,0120N00015004800,5549 BERLIN WAY,2022,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94960353486509,40.48436807730614
51961,0120N00015004900,5551 BERLIN WAY,2022,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94963203608842,40.484416122632645
51962,0120N00015005000,5553 BERLIN WAY,2022,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94966945096411,40.48445876801976
51963,0120N00015005100,5557 BERLIN WAY,2022,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94933013644723,40.48442388305489
51964,0120N00015005200,5559 BERLIN WAY,2022,2017-11-21,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94937147816039,40.484470908645335
